"The","nt ","ng ","he "," th","ent","ion"," of","ed ","in "," an","d t","the","for"," to","on ","ing","tio","ati","d i","n t","of ","nd ","and"," in","er ","to ","an "," co","es ","e a","s, ","al "," fo"," wa"," wh","re ","s a","as "," Th"," a "," is","ter","th ","or ","s. ","is "," re","was","d a"," on","ers","at "," by","n a","ted","qualityClass"
42,62,112,345,480,141,198,289,210,136,206,80,398,75,129,141,119,151,121,35,85,231,213,210,216,94,119,64,106,118,70,63,144,65,43,52,75,96,103,39,96,91,55,50,79,41,105,97,25,31,40,49,78,45,56,56,3
20,5,31,81,97,5,15,26,33,18,32,11,79,14,23,28,40,9,7,3,19,25,40,34,24,28,16,6,12,18,7,3,11,20,14,3,12,10,26,16,24,5,9,17,8,7,23,11,11,10,20,12,8,6,4,10,3
19,4,19,66,51,15,18,31,41,24,40,8,45,8,11,13,15,24,9,11,6,26,25,28,29,16,19,10,13,13,9,5,14,12,18,3,14,12,26,18,24,11,15,13,10,7,15,1,23,10,14,4,4,14,4,22,3
10,5,22,62,86,18,18,47,39,20,29,11,74,5,13,18,20,19,14,4,17,41,28,31,28,10,24,13,19,10,8,9,10,10,21,7,9,18,16,12,12,4,9,16,16,4,16,16,8,13,8,3,7,6,8,6,3
7,5,14,21,18,1,11,10,17,10,20,6,27,3,5,16,20,5,4,4,3,17,14,19,9,13,11,6,5,7,5,1,7,2,0,3,7,4,8,5,7,3,4,9,5,3,5,8,4,2,7,2,3,2,1,3,3
14,6,36,89,100,23,31,55,28,15,41,16,91,8,16,24,32,22,16,8,22,43,36,32,30,15,16,12,20,21,13,11,19,10,12,15,19,14,16,12,20,13,11,6,8,8,25,16,10,8,9,13,12,4,11,8,3
6,2,9,18,31,7,6,12,11,9,12,5,13,5,5,5,2,6,7,4,4,19,17,16,12,6,4,3,6,10,5,7,2,7,1,0,7,11,4,4,2,0,8,9,1,4,7,4,1,3,3,6,4,1,5,2,3
7,6,11,64,63,6,13,34,39,19,17,16,75,11,13,16,10,7,6,5,6,47,20,27,17,13,22,11,17,12,5,12,5,10,13,8,9,7,13,10,9,0,8,7,7,8,4,11,10,3,8,5,9,3,10,14,3
2,1,9,23,30,2,5,6,9,9,10,4,19,6,9,10,7,1,3,4,3,6,18,11,10,11,7,2,7,17,0,4,2,2,5,3,6,12,6,4,6,2,8,4,1,4,1,6,2,2,8,1,4,3,2,1,3
11,7,30,72,81,35,31,53,50,26,27,15,84,26,34,39,23,20,23,14,13,29,20,35,29,18,26,12,30,20,13,3,18,14,26,12,12,12,30,8,23,3,11,16,22,13,11,24,9,9,9,18,14,6,8,17,3
3,0,8,14,22,0,9,14,14,11,6,2,17,5,4,6,7,6,1,1,1,6,5,9,10,7,6,1,3,0,5,1,2,1,5,3,0,7,9,1,4,1,3,4,6,0,1,4,6,1,3,2,2,4,2,3,3
2,2,12,23,17,2,3,6,9,12,9,4,19,4,5,4,9,1,1,2,5,3,10,10,12,10,3,7,3,4,4,1,2,3,1,2,2,2,7,1,3,1,1,2,2,2,3,2,2,1,6,2,2,3,4,2,3
10,3,21,80,86,13,12,41,29,17,29,13,82,5,18,17,13,11,5,7,20,40,28,27,26,19,25,10,9,15,11,10,31,13,19,8,6,21,29,15,5,8,4,13,16,6,15,12,14,8,4,1,10,4,10,9,3
62,67,135,345,397,75,183,161,292,104,158,116,383,102,134,139,133,124,69,42,78,163,178,165,162,86,140,65,123,100,37,64,68,72,101,38,85,71,111,69,58,10,69,58,54,39,35,91,70,63,42,55,61,40,51,63,3
12,16,24,107,108,29,31,58,59,50,69,21,108,11,31,27,50,26,18,6,17,63,46,66,52,45,32,21,22,21,20,8,21,24,15,18,20,24,32,12,27,6,21,15,15,12,42,28,12,15,19,20,21,13,18,13,3
1,1,2,17,9,4,6,7,7,5,8,5,19,3,4,2,4,3,2,2,2,5,5,5,4,6,6,0,5,2,4,0,4,1,1,1,11,2,3,4,3,5,2,1,3,3,5,3,4,1,3,4,1,2,1,3,3
3,0,6,16,18,5,5,4,5,4,6,7,23,1,3,5,6,3,1,1,5,2,11,7,2,6,3,2,3,3,11,0,1,2,4,0,5,3,9,1,5,1,1,3,8,2,3,4,5,2,2,1,3,4,1,1,3
45,33,117,337,370,37,76,97,174,144,112,72,331,50,131,108,134,56,38,20,86,89,124,113,142,110,98,44,83,92,36,22,51,89,34,35,43,38,77,54,100,10,45,46,51,26,26,62,35,50,42,51,59,29,38,50,3
0,9,9,31,30,18,12,23,24,18,15,6,45,3,9,13,10,16,13,6,9,22,16,10,18,10,8,9,3,4,2,0,4,4,3,4,3,13,11,2,4,8,2,3,4,1,8,7,1,3,1,4,5,1,6,7,2
1,1,2,16,6,0,1,2,6,7,2,3,12,0,3,2,3,2,2,1,3,4,5,7,6,3,4,1,2,2,1,0,2,1,1,0,4,2,3,1,5,3,4,0,1,1,1,2,2,2,1,1,2,0,1,1,2
0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,2
1,0,3,3,2,1,5,2,2,0,3,0,3,0,1,0,3,1,1,0,0,1,1,0,3,1,1,0,0,1,1,0,3,2,0,0,1,2,0,0,1,2,0,0,3,0,2,1,0,0,1,1,1,0,0,2,2
0,0,3,2,7,3,1,8,6,3,2,2,6,1,3,3,4,2,1,0,1,4,3,4,4,2,2,1,1,4,0,1,0,1,0,1,2,1,3,1,3,1,4,1,2,1,1,1,4,2,3,2,2,0,0,0,2
4,1,5,18,13,6,6,9,9,3,9,3,16,5,4,9,3,5,0,3,4,8,5,6,7,15,1,3,4,3,1,2,0,6,4,4,1,5,4,2,4,1,3,3,10,2,8,4,5,5,6,1,1,1,2,2,2
2,1,1,6,5,3,2,0,4,3,3,3,4,0,1,0,2,0,0,1,2,1,2,2,2,3,1,3,0,0,4,1,2,3,0,1,1,0,0,4,3,0,2,1,1,1,0,2,1,1,1,0,0,0,1,0,2
5,1,9,27,22,2,10,9,6,9,16,8,25,5,10,5,17,9,4,5,3,8,15,15,10,4,6,5,6,5,9,4,10,5,2,4,5,4,6,2,6,3,4,3,3,3,3,7,4,4,3,8,4,1,5,2,2
2,1,2,4,2,1,0,3,2,1,2,1,4,0,3,2,5,0,2,0,1,3,3,0,1,1,1,0,4,2,1,1,0,0,0,1,1,1,0,0,3,0,1,3,2,0,0,0,0,0,0,2,0,0,0,0,2
5,0,6,14,8,4,2,4,4,1,6,2,5,0,4,0,4,2,1,1,5,2,6,3,1,3,2,2,7,4,3,4,3,2,1,1,4,2,2,0,3,0,1,3,1,2,1,0,1,2,3,1,1,1,3,3,2
2,1,4,13,2,2,0,4,5,4,3,0,6,2,0,2,1,0,0,1,3,2,1,3,1,3,2,1,1,2,2,0,1,1,2,0,3,4,2,2,1,0,0,0,2,1,2,1,1,0,2,0,1,1,1,0,2
4,2,4,4,12,4,7,4,9,0,4,2,7,4,2,7,0,7,0,0,2,3,2,4,1,3,1,1,0,1,1,0,2,0,3,1,1,1,4,1,3,0,3,3,4,1,1,4,7,2,1,1,3,3,1,7,2
11,8,13,48,48,4,10,10,19,17,12,13,34,8,12,13,5,10,5,8,8,15,21,26,15,12,10,9,4,9,8,3,4,3,5,5,11,8,19,7,18,3,8,3,7,1,12,8,11,4,3,2,9,5,4,5,2
1,0,5,15,15,3,4,6,3,2,8,5,8,2,3,1,8,5,1,2,2,3,5,2,5,4,0,2,4,0,3,1,4,1,1,3,1,2,8,0,4,2,4,4,2,3,1,2,1,1,1,1,3,2,1,2,2
2,2,10,18,31,2,7,8,10,10,9,3,28,14,14,1,15,5,4,2,4,11,12,12,19,11,11,5,14,9,6,8,7,6,3,6,15,12,7,4,9,4,5,3,10,4,6,7,2,1,3,9,3,3,4,3,2
7,2,14,20,33,3,2,10,4,8,19,6,19,5,11,9,13,4,4,0,5,6,14,15,7,11,11,2,1,8,4,5,1,6,0,4,4,4,1,9,14,2,3,1,2,4,11,12,5,4,9,0,2,3,2,4,2
0,0,0,1,3,2,1,2,1,0,1,0,2,0,0,0,1,0,1,2,1,0,3,2,1,0,0,1,1,0,0,0,2,1,0,0,0,0,1,3,0,3,0,0,1,0,3,1,0,1,0,1,2,2,0,0,2
2,3,8,23,23,9,6,13,17,14,16,5,23,4,8,10,6,6,5,2,3,13,13,13,13,12,6,7,4,6,3,6,6,4,7,6,4,8,14,1,8,0,4,3,3,7,7,3,8,6,2,4,8,1,4,6,2
1,2,2,2,5,2,2,3,4,4,5,0,4,0,1,0,2,0,0,0,0,2,1,1,1,0,0,0,0,2,0,1,0,0,0,0,3,2,1,0,1,2,2,1,0,1,1,0,0,1,0,0,0,0,0,1,2
1,0,1,10,9,2,3,7,1,7,7,1,6,3,1,4,2,4,6,0,1,4,5,2,12,2,0,2,0,4,1,0,2,1,0,0,0,2,1,1,1,1,2,1,2,1,1,0,0,1,0,2,1,0,1,7,2
1,0,0,0,2,1,1,0,2,1,0,0,3,1,0,1,0,0,0,1,0,1,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
0,0,1,2,0,1,0,0,2,0,2,0,0,0,0,0,1,0,1,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2
7,1,4,24,14,2,9,9,15,7,13,3,12,3,5,3,5,2,8,2,1,5,9,9,7,7,4,2,7,4,3,9,3,4,1,0,4,2,3,7,8,3,4,6,2,4,4,7,0,2,2,3,1,0,4,1,2
3,0,4,14,12,3,8,7,3,2,5,2,5,4,7,2,6,0,2,0,0,0,5,5,5,4,2,3,6,1,4,1,1,1,3,1,4,2,6,1,3,1,4,1,2,1,1,5,2,2,3,2,1,0,0,3,2
1,0,1,2,0,0,0,2,2,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2
5,0,2,19,12,1,2,9,9,7,10,3,16,8,7,11,6,4,18,4,2,6,5,10,9,5,8,5,5,6,0,3,5,14,4,1,1,4,10,3,2,2,3,0,8,0,0,3,3,0,0,8,3,0,4,0,2
5,1,2,19,8,3,12,12,8,5,5,1,9,2,4,12,4,7,14,3,5,8,8,10,8,6,2,5,2,1,1,7,8,2,1,0,6,7,3,5,6,2,2,2,6,3,2,9,1,2,2,7,3,0,1,1,2
8,5,7,41,40,5,4,13,18,10,17,6,44,8,14,2,9,3,0,4,8,11,19,16,9,9,15,6,1,6,8,3,4,1,6,4,7,9,5,7,14,10,7,4,5,9,16,7,2,3,3,6,9,6,4,2,2
6,1,4,16,16,8,5,9,17,10,14,4,21,8,5,4,3,8,3,11,4,7,11,15,18,22,6,4,7,5,2,3,5,6,5,2,7,8,6,6,12,4,6,3,4,4,6,11,5,5,2,3,8,2,5,1,2
3,1,0,5,7,0,3,1,2,1,3,1,8,2,2,1,0,0,0,1,1,0,2,1,0,0,1,0,2,2,2,1,0,0,0,1,2,0,1,1,0,1,2,1,0,1,0,1,1,0,0,1,1,2,1,1,2
3,1,6,7,10,1,3,5,10,3,5,0,6,5,5,2,7,0,1,0,1,3,7,7,7,16,3,2,3,2,2,5,3,5,3,3,5,1,3,2,5,1,13,1,5,3,1,1,1,4,2,7,0,0,0,1,2
0,0,0,0,4,2,7,1,1,0,3,1,0,0,3,1,1,1,4,0,0,2,1,0,2,1,1,0,3,1,0,1,1,0,0,0,0,0,1,1,0,2,1,1,0,0,1,0,0,0,1,1,1,2,0,0,2
3,5,11,13,14,10,10,8,8,4,7,2,17,3,3,6,12,13,2,2,4,14,7,6,11,5,6,4,10,5,4,3,11,3,0,0,10,7,4,5,5,3,4,16,6,2,8,6,0,0,0,0,1,0,3,3,2
2,0,4,18,18,1,4,9,15,2,10,4,20,2,5,6,4,4,2,2,5,11,7,9,14,17,9,3,3,2,2,2,6,5,1,6,2,0,5,2,9,2,2,2,4,1,6,4,3,4,3,2,1,1,0,2,2
4,0,5,17,8,4,11,7,7,7,6,4,11,5,6,3,11,2,5,3,6,3,8,5,2,9,5,3,4,7,5,0,5,6,2,2,3,3,4,3,3,1,14,3,3,2,2,3,1,1,0,4,2,1,2,0,2
18,3,14,53,49,5,7,14,37,14,25,14,36,11,20,12,30,10,6,6,11,19,37,38,26,13,10,6,10,9,6,2,7,10,9,4,9,7,10,21,11,2,7,13,6,5,4,9,7,10,6,7,4,2,5,5,2
4,3,3,10,6,6,3,7,7,2,11,2,4,4,2,5,5,1,4,0,2,2,16,7,3,4,2,4,4,5,3,4,1,4,0,1,3,14,3,1,2,3,5,1,4,2,1,9,0,2,3,3,1,0,4,2,2
4,3,6,18,22,6,3,10,12,4,4,0,21,4,7,21,6,4,5,1,2,8,6,8,12,6,5,4,5,3,2,3,1,2,2,3,4,6,5,3,8,5,6,4,2,3,6,4,2,1,1,0,6,3,1,4,2
2,1,15,26,45,6,10,11,9,7,9,4,37,5,11,10,8,6,3,3,5,10,13,4,8,12,15,4,4,2,1,1,2,5,4,4,1,4,10,6,4,0,5,1,3,0,3,5,5,4,4,1,3,4,2,4,2
5,0,11,43,41,7,7,12,28,5,18,14,42,7,17,10,16,4,4,2,5,12,13,23,12,22,10,8,8,9,4,3,2,13,5,6,7,6,17,4,12,7,11,7,9,4,4,13,7,4,9,11,16,1,7,8,2
9,6,21,34,52,7,8,30,38,28,24,8,30,8,17,25,34,8,8,11,9,16,18,24,30,37,12,15,14,16,11,10,6,9,2,3,14,11,11,3,16,9,10,9,18,1,8,11,6,5,4,12,5,5,11,7,2
0,0,0,1,2,0,0,1,2,0,1,0,2,0,0,2,0,1,0,0,0,0,0,2,1,0,0,1,2,2,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2
3,1,1,6,11,1,2,4,0,2,7,1,6,0,2,3,3,1,1,1,0,3,4,4,6,2,1,3,1,0,2,0,1,2,4,1,2,5,5,0,5,0,3,0,2,2,2,0,6,1,3,3,0,1,3,1,2
1,2,7,30,27,11,7,17,6,7,8,6,25,1,12,10,12,7,3,7,9,19,8,11,8,10,12,9,3,10,2,4,4,6,1,5,5,8,4,3,6,10,9,3,6,2,15,2,0,0,4,1,6,1,1,0,2
0,0,0,1,1,1,2,3,4,2,3,0,2,1,1,0,4,2,0,0,0,0,3,3,2,3,2,3,1,4,0,2,1,0,1,1,0,2,3,1,1,0,1,0,1,0,3,2,1,0,0,2,0,1,0,0,2
0,0,0,5,4,0,0,1,2,0,2,3,5,0,0,0,0,0,0,1,2,1,0,2,0,3,0,1,0,2,0,0,1,0,0,1,0,0,1,2,0,1,1,3,0,0,3,0,0,0,1,0,1,0,0,0,2
8,0,7,19,34,5,0,8,19,13,19,4,28,2,11,4,12,4,3,4,4,9,13,15,8,15,6,11,3,3,7,0,1,0,5,2,6,12,10,13,5,8,3,3,5,2,8,4,1,6,1,4,4,2,0,2,2
3,3,10,17,16,3,4,3,14,17,6,1,19,1,5,4,9,5,2,4,7,6,10,14,15,22,4,8,3,6,2,4,6,0,2,4,1,6,6,3,9,4,0,2,3,1,6,4,1,2,4,3,3,2,1,2,2
9,9,25,70,81,24,16,42,47,40,48,14,78,17,27,17,24,11,13,13,20,23,49,43,47,27,24,18,15,20,15,11,15,10,20,18,36,25,27,15,22,10,19,4,17,13,8,12,10,10,14,5,9,9,12,12,2
10,7,24,73,58,8,7,12,33,22,23,17,68,6,25,14,27,10,3,2,19,19,20,22,21,18,21,14,7,11,10,4,7,6,13,6,14,8,20,11,17,3,12,10,13,9,14,12,10,7,7,5,7,9,10,5,2
4,1,5,12,13,3,1,7,5,3,2,6,14,0,3,1,1,1,1,0,0,5,6,5,4,2,6,2,5,6,1,7,1,5,1,1,1,3,5,0,5,2,4,3,1,0,7,4,3,0,3,0,4,1,0,3,2
2,2,0,9,14,4,9,5,5,5,4,3,12,5,3,2,2,7,4,1,1,3,18,8,5,3,5,1,4,2,2,1,3,1,2,0,5,3,2,3,2,4,2,3,2,3,1,7,1,3,2,1,3,0,4,2,2
1,0,0,1,4,3,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,2,1,6,4,1,0,0,0,3,2,2,4,0,0,0,0,0,1,0,3,2,0,0,1,0,3,0,0,0,1,1,0,0,0,0,2
1,1,4,18,19,2,4,14,12,3,2,2,23,3,5,6,4,5,1,1,2,5,6,5,9,6,2,4,3,1,0,2,4,0,7,0,1,4,5,4,3,0,2,5,5,0,3,5,4,1,1,0,2,2,2,1,2
1,2,2,11,13,2,3,10,6,1,9,2,11,4,9,3,5,4,1,1,3,5,8,8,7,4,3,2,0,4,0,1,2,2,1,3,3,3,1,0,9,1,1,0,4,2,5,2,0,2,1,0,2,4,9,1,2
6,1,5,15,11,2,8,5,11,1,3,5,14,5,4,4,4,6,4,5,3,5,3,10,4,10,4,0,8,4,2,2,7,2,2,2,7,4,4,5,3,6,4,6,2,1,9,6,1,0,2,7,1,2,0,0,2
5,1,2,24,20,5,8,6,13,11,8,2,20,3,3,2,5,6,4,2,6,5,7,15,16,4,0,0,7,5,2,8,2,3,2,1,5,1,5,6,3,5,3,4,2,3,5,2,1,0,1,9,0,1,0,6,2
8,1,6,23,18,0,4,3,11,6,8,4,17,1,0,5,10,3,1,5,5,5,9,6,7,7,2,6,7,2,8,2,1,5,5,1,1,7,14,3,3,2,2,4,2,2,0,11,4,2,5,3,1,0,0,5,2
1,3,3,6,5,2,1,2,2,2,1,1,6,1,2,2,3,1,2,0,2,2,1,0,1,2,5,0,2,1,1,0,0,0,1,0,1,2,1,1,3,0,1,0,2,0,4,4,0,0,0,0,0,0,1,0,2
12,8,24,39,62,25,17,22,40,28,31,17,50,14,25,13,38,17,11,4,11,23,26,46,33,23,29,9,8,18,14,12,16,13,5,7,10,14,17,4,7,5,8,11,20,6,27,17,3,6,6,9,13,7,7,11,2
1,0,4,6,2,4,2,2,10,3,7,0,8,0,3,3,7,4,1,2,1,5,4,3,6,5,2,2,3,1,1,1,1,2,2,1,1,2,5,3,1,2,2,3,0,0,4,1,1,0,0,2,0,0,3,1,2
1,0,4,5,2,1,2,0,0,0,0,0,8,1,1,1,0,1,1,0,1,1,2,1,2,1,2,1,5,2,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,1,2
3,3,6,15,27,4,3,11,4,13,8,1,17,1,9,7,6,5,6,6,2,7,5,12,11,5,3,8,6,5,4,2,2,1,4,7,2,4,2,4,8,10,4,2,4,1,3,3,3,6,5,5,1,3,2,1,2
3,1,8,20,16,2,12,3,13,7,12,2,17,5,5,8,9,3,5,0,2,4,10,12,12,8,1,2,12,4,3,3,2,7,3,2,6,2,5,2,3,1,3,3,4,4,3,4,4,1,3,7,0,2,3,5,2
7,0,7,11,11,2,2,4,6,7,8,1,17,0,8,3,8,4,4,7,5,6,4,4,9,5,5,2,3,11,3,4,3,1,0,1,2,6,5,4,4,4,5,3,1,7,10,3,0,0,3,2,2,0,3,1,2
1,0,2,6,2,0,6,4,1,1,7,1,2,0,0,0,2,5,0,0,1,0,6,4,4,2,1,1,1,0,1,2,3,1,0,0,0,3,1,0,1,0,3,1,1,0,1,0,0,0,0,2,1,1,0,2,2
4,2,6,13,10,5,6,4,6,0,11,5,17,3,1,10,5,5,9,0,0,8,11,8,4,5,1,1,4,1,3,0,2,2,0,0,0,7,6,0,6,5,2,0,5,0,1,2,1,3,3,3,2,0,2,3,2
0,1,5,1,1,3,1,1,1,2,1,1,5,4,4,0,5,1,1,0,1,2,1,0,2,0,2,0,3,2,0,2,1,1,0,0,0,0,2,0,3,0,1,3,2,1,0,2,0,0,1,0,0,1,0,0,2
4,0,17,30,35,1,1,5,14,12,16,8,32,7,12,6,26,1,1,3,6,5,23,30,12,12,4,0,3,3,6,4,4,6,3,2,12,6,13,8,4,0,7,8,9,6,6,13,2,8,7,1,6,2,5,1,2
0,0,0,6,6,1,1,0,2,4,2,0,2,0,1,2,4,0,0,1,2,1,3,3,4,2,0,0,1,0,2,2,2,1,2,0,2,2,2,0,1,1,1,0,0,0,1,2,1,0,2,0,2,1,0,1,2
0,0,0,5,1,0,1,0,1,2,1,0,4,0,0,1,1,1,0,2,1,2,2,1,3,0,1,2,0,2,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0,1,2,1,1,0,1,1,0,3,1,0,2
5,3,3,9,11,2,2,0,4,8,5,0,9,2,0,1,2,3,1,3,3,3,6,7,7,2,2,2,0,6,0,1,1,1,0,0,1,1,3,3,2,0,3,1,2,2,1,3,0,2,0,0,5,1,1,1,2
0,0,2,8,9,0,0,1,5,1,3,1,2,2,3,0,7,2,1,1,1,6,2,4,3,1,2,2,2,1,1,0,0,0,2,0,0,1,1,1,3,0,6,3,0,1,1,2,0,0,2,0,3,0,3,0,2
10,7,15,46,70,14,14,16,24,17,26,9,49,12,23,12,21,11,5,2,6,29,29,16,21,20,14,10,6,16,5,4,5,4,5,6,5,11,16,4,15,16,7,6,6,3,29,4,6,4,6,7,13,4,4,6,2
12,8,14,33,47,12,17,17,22,14,25,9,54,6,27,5,15,16,6,4,6,12,22,28,25,10,12,3,15,10,5,4,14,10,5,11,6,15,14,11,6,4,8,7,11,6,7,8,4,3,8,4,4,5,10,8,2
1,0,2,4,5,0,8,5,8,2,3,1,8,1,3,2,5,6,3,1,1,3,4,3,1,10,2,1,2,2,2,1,2,1,1,0,1,2,4,2,3,0,2,8,0,0,0,3,3,1,2,1,2,1,3,0,2
2,0,2,3,3,0,0,2,1,0,5,2,3,2,3,2,2,5,0,0,0,2,0,5,2,0,1,1,1,5,1,0,0,3,0,0,2,3,1,0,4,3,0,2,4,1,3,0,1,1,0,0,1,3,0,1,2
1,1,0,5,5,0,0,1,3,3,4,1,6,0,1,1,2,0,2,1,1,2,2,4,4,0,3,0,3,1,1,4,5,1,1,2,1,0,1,1,1,0,3,1,0,0,2,0,1,1,0,0,0,0,0,0,2
12,9,17,75,66,16,47,25,27,19,38,11,61,6,16,25,33,27,28,9,12,28,19,15,26,13,24,20,10,7,13,13,16,14,8,4,14,11,11,16,12,4,14,6,8,9,6,12,5,9,11,10,5,3,6,6,2
1,0,1,5,7,2,6,4,4,2,2,1,4,2,6,1,6,5,2,0,2,3,3,2,3,3,2,6,0,3,3,1,1,1,0,2,1,1,1,3,1,3,0,1,5,2,2,5,1,1,2,3,4,0,0,3,2
5,1,10,13,17,5,7,7,15,5,10,2,16,11,2,9,13,9,13,2,2,7,17,15,5,9,2,2,8,8,1,3,6,13,11,1,6,13,9,1,9,12,5,2,9,10,10,12,7,6,7,3,2,0,2,5,2
1,0,4,10,8,2,3,5,5,3,4,1,9,1,4,9,2,3,0,0,2,3,3,4,1,5,2,0,0,1,2,0,1,1,2,0,0,2,7,3,3,0,1,0,4,0,0,6,2,1,4,2,2,2,2,1,2
2,1,1,14,17,3,6,15,5,9,3,3,15,3,4,1,1,3,2,1,4,6,4,3,7,5,4,5,4,3,0,3,7,0,1,2,2,3,3,3,2,1,2,1,1,1,0,6,4,0,1,1,0,3,1,4,2
3,0,0,4,1,0,0,0,0,4,1,2,0,0,0,3,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2
2,4,6,22,35,11,12,11,22,6,6,7,30,4,8,11,10,20,4,3,5,23,5,5,13,10,11,6,17,7,5,1,0,2,0,5,5,5,3,5,3,10,6,2,7,3,13,6,0,3,1,1,4,3,3,1,2
2,3,3,2,7,3,0,2,3,1,1,0,8,0,2,3,1,1,4,0,2,4,3,2,3,2,3,2,2,0,1,0,0,1,0,0,3,1,3,0,0,0,0,2,0,2,0,0,0,1,1,0,1,1,2,0,2
0,8,3,12,11,7,4,8,16,10,19,2,10,6,2,11,10,7,3,4,2,4,6,10,10,7,6,3,8,7,4,1,2,4,6,1,0,4,15,2,5,2,3,3,8,1,6,7,1,4,3,5,0,1,5,0,2
1,0,3,9,5,2,4,2,5,1,4,1,4,0,4,3,4,0,1,1,1,1,1,0,0,1,0,0,1,1,0,2,3,3,0,2,3,4,1,0,0,1,4,1,2,0,3,2,0,1,1,1,0,0,0,2,2
2,3,4,4,2,0,4,5,4,0,3,2,1,1,2,3,3,3,3,0,0,7,4,1,4,0,6,3,6,3,0,1,3,0,0,1,1,2,0,0,3,2,2,0,4,0,5,0,0,0,1,0,1,1,0,0,2
0,0,5,3,2,0,0,0,1,0,4,1,2,0,1,0,4,0,1,1,0,2,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,2
4,3,12,25,25,1,8,11,17,10,17,5,21,6,6,16,7,3,3,2,3,10,16,22,11,9,9,8,9,6,5,2,8,3,3,1,3,3,9,1,12,2,4,5,4,6,8,4,2,2,6,1,8,1,2,4,2
2,2,2,5,5,3,3,1,6,0,4,1,8,1,1,5,1,0,0,2,0,0,4,2,2,1,2,2,0,1,1,1,2,0,1,0,3,1,5,1,0,0,1,5,2,1,1,1,1,2,0,1,1,2,1,1,2
1,1,6,5,7,0,1,2,5,7,1,0,9,2,0,6,5,1,2,0,1,2,8,6,7,3,1,1,0,1,1,3,0,1,4,0,1,1,4,4,3,0,0,0,2,1,3,4,0,3,0,1,1,1,2,0,2
1,1,4,15,13,2,10,12,6,11,8,2,11,2,4,3,6,8,5,3,4,9,6,8,9,6,5,5,4,5,5,4,12,1,3,1,2,2,1,2,3,1,1,4,1,2,2,2,0,1,1,3,0,0,0,3,2
9,2,16,43,51,10,23,24,26,23,23,12,41,7,12,19,12,21,9,5,6,29,30,27,20,8,17,17,7,16,4,5,12,7,4,4,8,8,14,9,14,6,6,6,10,5,9,7,10,4,4,8,5,8,10,5,2
6,18,18,49,55,25,20,22,25,18,15,13,41,8,15,12,13,14,15,6,7,27,11,21,15,23,13,13,12,12,8,7,14,11,3,5,7,3,6,8,9,4,13,11,4,3,7,17,10,8,4,9,7,7,6,7,2
8,4,18,45,47,5,8,10,22,15,9,8,45,8,11,15,16,4,2,4,10,8,17,19,14,20,12,2,17,24,4,4,9,10,4,6,11,10,11,2,9,4,11,2,6,4,0,10,3,4,9,7,2,1,7,5,2
0,4,4,14,17,2,0,2,8,2,11,2,14,4,7,1,7,0,0,0,3,4,10,3,2,2,12,1,0,3,3,1,1,1,4,3,1,5,0,3,4,8,1,1,2,0,10,1,1,1,2,1,5,0,1,0,2
2,0,1,12,8,1,1,4,3,2,3,2,7,1,0,2,1,0,2,2,0,1,2,0,3,0,0,0,2,1,3,0,1,1,0,0,1,0,2,1,3,0,0,2,1,0,1,0,1,0,1,0,3,0,0,0,2
9,8,30,75,78,11,13,24,26,23,31,7,82,13,19,18,25,16,9,8,13,32,29,31,29,44,22,9,8,17,6,12,14,13,5,7,9,11,9,8,20,15,15,12,18,2,11,13,6,7,12,7,14,3,13,2,2
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,3,3,1,0,1,0,0,2,0,1,1,0,2,1,1,0,1,2,4,0,1,1,1,2,1,1,1,2,1,0,1,1,1,0,0,2,1,1,4,0,1,0,0,0,1,1,0,1,0,0,1
0,1,4,15,15,2,3,10,5,4,6,2,14,4,6,2,4,3,2,0,2,3,4,6,3,5,2,5,7,1,0,1,1,3,2,1,4,1,6,2,5,2,0,0,4,2,1,3,3,2,2,2,4,0,1,3,1
